customerID,gender,Partner,Dependents,tenure,PhoneService,InternetService,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,SeniorCitizen
9670-BPNXF,Female,No,No,45,Yes,DSL,No,One year,Yes,Credit card (automatic),62.55,No,0
3913-FCUUW,Female,Yes,Yes,72,Yes,DSL,No,Two year,Yes,Bank transfer (automatic),70.45,No,0
3301-VKTGC,Male,Yes,Yes,68,Yes,Fiber optic,No,One year,Yes,Bank transfer (automatic),85.5,No,0
1493-AMTIE,Male,No,No,1,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.2,Yes,0
9555-SAHUZ,Female,Yes,Yes,38,Yes,DSL,No,Month-to-month,No,Electronic check,54.5,No,0
0816-TSPHQ,Male,No,No,2,Yes,No,No internet service,Month-to-month,No,Mailed check,20.75,No,0
9932-WBWIK,Male,No,No,11,Yes,No,No internet service,Month-to-month,No,Mailed check,20.35,No,0
4619-EVPHY,Female,Yes,No,20,Yes,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),91,No,1
5286-YHCVC,Male,Yes,No,72,Yes,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),104.8,No,0
6424-ELEYH,Female,Yes,No,3,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),74.75,Yes,0
4391-RESHN,Male,No,No,23,Yes,Fiber optic,Yes,Month-to-month,Yes,Mailed check,104.05,Yes,0
9115-YQHGA,Male,No,No,40,Yes,DSL,No,Month-to-month,Yes,Electronic check,51.1,No,0
4462-CYWMH,Male,Yes,No,62,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),89.8,No,1
8963-MQVYN,Female,No,Yes,22,Yes,No,No internet service,Month-to-month,Yes,Electronic check,20.55,No,0
2458-EOMRE,Female,No,No,11,Yes,DSL,No,Month-to-month,No,Bank transfer (automatic),64.05,No,0
9334-GWGOW,Male,Yes,No,7,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,74.85,No,1
6821-BUXUX,Female,No,No,13,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,96.65,Yes,0
5028-HTLJB,Male,No,No,1,Yes,No,No internet service,Month-to-month,No,Mailed check,20.05,Yes,1
9801-GDWGV,Female,No,No,39,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,103.45,Yes,0
6542-LWGXJ,Male,Yes,No,3,No,DSL,No,Month-to-month,No,Mailed check,25,No,0
5567-GZKQY,Male,No,No,58,Yes,No,No internet service,Two year,No,Credit card (automatic),20.3,No,0
1222-LRYKO,Male,No,Yes,6,Yes,No,No internet service,Month-to-month,No,Mailed check,26.35,No,0
2320-JRSDE,Female,Yes,Yes,1,Yes,No,No internet service,Month-to-month,Yes,Electronic check,19.9,Yes,0
2087-QAREY,Female,Yes,No,22,Yes,DSL,No,Month-to-month,Yes,Mailed check,54.7,No,0
0601-WZHJF,Male,Yes,No,14,No,DSL,Yes,Month-to-month,No,Electronic check,46.35,Yes,0
4423-JWZJN,Male,Yes,Yes,64,Yes,Fiber optic,No,One year,No,Credit card (automatic),90.25,No,0
5143-WMWOG,Male,No,No,1,Yes,No,No internet service,Month-to-month,No,Electronic check,19.95,Yes,0
6490-FGZAT,Male,No,No,6,Yes,No,No internet service,Month-to-month,No,Mailed check,20.65,No,0
5393-RXQSZ,Male,No,No,1,Yes,Fiber optic,No,Month-to-month,No,Electronic check,79.6,Yes,0
7452-FOLON,Male,No,Yes,39,Yes,No,No internet service,One year,No,Bank transfer (automatic),25.45,No,0
2320-TZRRH,Female,No,No,20,Yes,No,No internet service,One year,No,Mailed check,19.5,No,0
0231-LXVAP,Male,No,No,1,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,75.9,Yes,0
9444-JTXHZ,Male,Yes,No,1,Yes,Fiber optic,No,Month-to-month,No,Electronic check,76.2,Yes,0
4942-VZZOM,Male,Yes,No,64,Yes,DSL,Yes,One year,Yes,Credit card (automatic),66.15,No,0
5510-BOIUJ,Male,No,Yes,1,Yes,No,No internet service,Month-to-month,No,Mailed check,19.25,Yes,0
7502-BNYGS,Female,Yes,No,46,Yes,DSL,Yes,Month-to-month,Yes,Credit card (automatic),69.1,No,0
4291-HYEBC,Female,Yes,Yes,28,No,DSL,No,One year,Yes,Electronic check,39.1,No,1
6147-CBCRA,Female,Yes,No,33,Yes,No,No internet service,Month-to-month,No,Mailed check,20.05,No,0
6047-SUHPR,Male,Yes,Yes,39,Yes,DSL,No,One year,No,Electronic check,59.8,No,0
4471-KXAUH,Female,Yes,No,42,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,84.3,Yes,0
9752-ZNQUT,Female,No,No,1,Yes,DSL,No,Month-to-month,Yes,Electronic check,48.6,No,0
7638-QVMVY,Female,No,No,7,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,79,Yes,0
1576-PFZIW,Male,Yes,No,70,Yes,Fiber optic,Yes,Two year,No,Credit card (automatic),105.35,No,1
5666-MBJPT,Male,No,No,65,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),25.1,No,0
7312-XSBAT,Male,No,No,1,Yes,DSL,No,Month-to-month,No,Electronic check,49.75,No,0
3096-GKWEB,Male,Yes,No,18,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,94.75,No,0
2371-JQHZZ,Male,Yes,No,24,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,93,No,0
0674-GCDXG,Male,No,No,63,Yes,DSL,No,Two year,Yes,Bank transfer (automatic),71.9,No,0
1121-QSIVB,Female,No,Yes,44,Yes,DSL,Yes,One year,Yes,Mailed check,77.55,No,0
4396-KLSEH,Male,No,No,4,Yes,No,No internet service,Month-to-month,Yes,Electronic check,19.85,No,0
3244-DCJWY,Female,No,No,1,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,70.25,Yes,0
2824-MYYBN,Female,Yes,Yes,37,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,95.25,No,0
0875-CABNR,Female,No,No,10,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),84.6,Yes,1
6345-HOVES,Male,No,No,34,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),25.05,No,0
8318-LCNBW,Male,Yes,No,35,No,DSL,Yes,One year,No,Credit card (automatic),53.15,No,0
6469-QJKZW,Female,Yes,No,4,Yes,No,No internet service,Month-to-month,No,Electronic check,20.15,No,0
0147-ESWWR,Female,Yes,No,39,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,101.25,No,1
1217-VASWC,Male,Yes,No,43,Yes,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),100.55,No,1
7812-FZHPE,Female,Yes,Yes,17,Yes,No,No internet service,Month-to-month,No,Mailed check,24.1,Yes,0
6370-ZVHDV,Female,Yes,No,61,Yes,No,No internet service,Two year,No,Bank transfer (automatic),25.3,No,0
5915-DGNVC,Female,Yes,No,49,Yes,DSL,No,One year,No,Electronic check,71.8,No,0
6260-XLACS,Male,No,No,4,Yes,No,No internet service,One year,No,Mailed check,19.7,No,0
3566-CAAYU,Female,Yes,Yes,64,No,DSL,No,Two year,No,Electronic check,49.85,No,0
4983-CCWMC,Male,No,No,3,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check,69.6,No,0
9103-CXVOK,Male,Yes,Yes,1,Yes,No,No internet service,Month-to-month,No,Electronic check,19.75,No,0
2896-TBNBE,Male,Yes,No,40,Yes,Fiber optic,No,One year,No,Electronic check,80.8,No,0
4797-AXPXK,Female,No,Yes,1,Yes,DSL,No,Month-to-month,Yes,Electronic check,60,Yes,0
5229-PRWKT,Male,No,No,8,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,86.55,Yes,0
6982-UQZLY,Female,Yes,No,1,Yes,No,No internet service,Month-to-month,Yes,Mailed check,20.85,Yes,1
2522-WLNSF,Female,Yes,No,34,Yes,DSL,Yes,One year,No,Bank transfer (automatic),64.2,No,1
3841-CONLJ,Female,Yes,No,1,No,DSL,No,Month-to-month,No,Electronic check,35,No,0
5057-LCOUI,Female,No,No,39,No,DSL,Yes,Month-to-month,Yes,Electronic check,50.75,Yes,0
0193-ESZXP,Female,Yes,No,58,Yes,Fiber optic,Yes,One year,Yes,Credit card (automatic),105.5,Yes,1
4475-NVTLU,Male,Yes,Yes,45,Yes,No,No internet service,Two year,No,Electronic check,19.2,No,0
4369-HTUIF,Male,No,No,6,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),85.15,Yes,1
9386-LDCZR,Male,No,No,43,Yes,Fiber optic,No,One year,Yes,Credit card (automatic),90.65,No,0
9585-KKMFD,Male,Yes,Yes,41,Yes,No,No internet service,Two year,Yes,Mailed check,20,No,0
5399-ZIMKF,Male,No,No,5,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,74.65,No,0
0336-KXKFK,Male,No,No,72,No,DSL,Yes,Two year,Yes,Credit card (automatic),61.2,No,0
5619-XZZKR,Male,No,No,4,Yes,No,No internet service,One year,No,Mailed check,19.95,No,0
3948-FVVRP,Male,Yes,Yes,9,Yes,DSL,No,Month-to-month,No,Mailed check,54.8,No,0
5327-XOKKY,Male,Yes,No,72,Yes,DSL,Yes,Two year,Yes,Credit card (automatic),73.45,No,1
0983-TATYJ,Female,Yes,No,33,Yes,DSL,No,One year,Yes,Mailed check,51.45,No,0
1813-JYWTO,Female,Yes,No,72,Yes,Fiber optic,No,Two year,No,Bank transfer (automatic),80.45,No,0
0156-FVPTA,Male,Yes,No,22,Yes,DSL,No,Month-to-month,Yes,Electronic check,54.2,Yes,0
1984-FCOWB,Female,Yes,No,70,Yes,Fiber optic,Yes,One year,Yes,Electronic check,109.5,Yes,0
0654-HMSHN,Male,Yes,Yes,21,Yes,Fiber optic,Yes,Month-to-month,No,Electronic check,104.4,Yes,0
6719-OXYBR,Male,No,No,15,Yes,Fiber optic,Yes,Month-to-month,No,Electronic check,85.3,No,0
3312-ZWLGF,Male,Yes,No,29,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,79.3,No,1
6476-YHMGA,Female,Yes,Yes,15,Yes,DSL,Yes,Month-to-month,No,Bank transfer (automatic),76.5,No,0
5287-QWLKY,Male,Yes,Yes,71,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),105.1,Yes,1
0795-XCCTE,Male,No,No,72,Yes,No,No internet service,Two year,No,Bank transfer (automatic),25.4,No,1
0168-XZKBB,Female,Yes,No,19,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,86.85,No,0
3785-NRHYR,Male,No,No,1,Yes,No,No internet service,Month-to-month,No,Mailed check,19.65,No,0
5196-SGOAK,Female,No,No,1,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,75.7,Yes,0
4537-DKTAL,Female,No,No,2,Yes,DSL,No,Month-to-month,No,Electronic check,45.55,No,0
7072-MBHEV,Female,Yes,Yes,11,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),78.1,No,1
5602-BVFMK,Female,No,No,12,Yes,No,No internet service,One year,No,Mailed check,19.3,No,0
6297-NOOPG,Female,Yes,No,70,Yes,Fiber optic,Yes,Two year,Yes,Electronic check,110.5,No,0
1891-UAWWU,Female,Yes,No,20,Yes,Fiber optic,Yes,Month-to-month,No,Electronic check,90.8,Yes,1
8204-TIFGJ,Female,No,No,23,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.3,No,0
8050-DVOJX,Male,No,No,49,Yes,DSL,No,Two year,No,Credit card (automatic),81.35,No,1
6108-OQZDQ,Female,Yes,Yes,4,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,97.95,Yes,0
0363-QJVFX,Male,No,No,32,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),108.15,Yes,0
8903-XEBGX,Male,No,Yes,2,Yes,DSL,No,Month-to-month,Yes,Electronic check,55.3,No,0
8169-SAEJD,Male,Yes,No,69,No,DSL,Yes,Two year,No,Credit card (automatic),56.55,No,1
9840-DVNDC,Male,No,No,6,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),80.5,Yes,0
1089-XZWHH,Female,Yes,Yes,24,Yes,No,No internet service,Two year,Yes,Mailed check,19.7,No,0
2325-WINES,Female,No,No,32,Yes,Fiber optic,Yes,One year,Yes,Credit card (automatic),104.05,No,0
6064-ZATLR,Female,No,No,27,Yes,DSL,No,Two year,No,Bank transfer (automatic),52.85,No,0
3096-JRDSO,Female,Yes,No,27,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),104.3,Yes,1
7824-PANSQ,Male,No,No,58,Yes,Fiber optic,No,Month-to-month,No,Bank transfer (automatic),80.65,No,0
8042-JVNFH,Male,No,No,1,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check,71.35,Yes,0
9648-BCHKM,Female,Yes,Yes,18,Yes,No,No internet service,Two year,Yes,Credit card (automatic),24.65,No,0
2888-ADFAO,Female,Yes,Yes,47,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),21.3,No,0
8707-HOEDG,Female,Yes,Yes,70,Yes,Fiber optic,Yes,Two year,Yes,Electronic check,110.2,No,0
3374-LXDEV,Female,No,No,13,Yes,Fiber optic,No,Month-to-month,No,Electronic check,89.4,Yes,0
4072-IPYLT,Female,Yes,Yes,36,Yes,DSL,No,Month-to-month,No,Credit card (automatic),51.05,No,0
7167-PCEYD,Male,No,No,67,Yes,No,No internet service,Two year,Yes,Mailed check,19.8,No,0
4936-YPJNK,Female,No,No,10,Yes,No,No internet service,Month-to-month,Yes,Mailed check,19.9,No,0
1580-BMCMR,Male,No,No,19,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,87.3,No,1
4817-KEQSP,Female,Yes,Yes,71,Yes,No,No internet service,Two year,No,Bank transfer (automatic),19.85,No,0
6408-WHTEF,Male,Yes,Yes,72,Yes,DSL,Yes,Two year,Yes,Mailed check,89.4,No,0
9251-AWQGT,Female,Yes,Yes,48,Yes,No,No internet service,Two year,No,Mailed check,20,No,0
8749-CLJXC,Male,No,No,1,Yes,No,No internet service,Month-to-month,No,Mailed check,20.05,No,0
7989-VCQOH,Male,Yes,Yes,18,Yes,DSL,Yes,Month-to-month,No,Electronic check,83.25,No,0
5049-GLYVG,Male,No,No,1,Yes,No,No internet service,Month-to-month,No,Mailed check,20.6,Yes,0
4199-QHJNM,Male,Yes,No,67,Yes,Fiber optic,Yes,Two year,No,Bank transfer (automatic),102.9,No,1
8882-TLVRW,Male,Yes,Yes,69,No,DSL,No,Two year,No,Mailed check,39.1,No,0
5883-GTGVD,Male,No,No,19,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,99.95,Yes,0
5135-GRQJV,Male,Yes,No,72,Yes,Fiber optic,Yes,Two year,Yes,Mailed check,114.5,No,1
2384-OVPSA,Female,No,No,38,Yes,No,No internet service,Two year,No,Mailed check,20.2,No,1
1371-WEPDS,Male,Yes,No,40,Yes,DSL,No,One year,No,Electronic check,55.8,No,1
3580-GICBM,Female,Yes,Yes,61,Yes,No,No internet service,Two year,Yes,Mailed check,24.2,No,0
4817-QRJSX,Female,No,No,10,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),81,Yes,0
9730-DRTMJ,Male,Yes,No,32,Yes,DSL,Yes,One year,Yes,Credit card (automatic),72.8,No,0
4686-UXDML,Female,No,No,21,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),99.85,No,0
3349-ANQNH,Female,No,No,59,Yes,Fiber optic,Yes,One year,Yes,Electronic check,99.5,No,1
2398-YPMUR,Female,Yes,No,13,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,70.15,Yes,1
0932-YIXYU,Female,No,No,47,Yes,No,No internet service,Two year,No,Credit card (automatic),20.25,No,0
7480-SPLEF,Male,Yes,Yes,69,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),26,No,0
7636-XUHWW,Male,No,No,2,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),19.9,No,0
1431-CYWMH,Female,Yes,Yes,22,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),19.05,No,0
5937-EORGB,Male,Yes,No,15,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,96.5,No,1
6349-JDHQP,Female,No,No,53,Yes,No,No internet service,Two year,No,Credit card (automatic),19.85,No,0
5539-HIVAK,Female,Yes,No,28,Yes,No,No internet service,Month-to-month,No,Mailed check,25.7,No,1
5847-MXBEO,Male,No,No,22,Yes,No,No internet service,One year,No,Mailed check,20.3,No,0
9985-MWVIX,Female,No,No,1,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check,70.15,Yes,0
4583-PARNH,Male,Yes,No,16,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,91.55,No,1
1116-FRYVH,Female,Yes,Yes,48,No,DSL,No,Two year,No,Mailed check,39.4,No,0
1421-HCERK,Male,Yes,No,30,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),105.7,No,1
9633-XQABV,Female,No,No,3,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,70.25,No,0
0716-BQNDX,Male,No,No,57,Yes,Fiber optic,No,Two year,No,Electronic check,93.75,No,1
1265-XTECC,Female,Yes,No,68,Yes,Fiber optic,No,One year,Yes,Credit card (automatic),96.55,Yes,1
1183-CANVH,Female,Yes,No,23,Yes,DSL,Yes,One year,No,Bank transfer (automatic),60,No,0
1972-XMUWV,Female,Yes,No,65,Yes,DSL,Yes,Two year,Yes,Credit card (automatic),59.8,No,0
8679-LZBMD,Male,Yes,No,44,Yes,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),90.65,No,0
3407-JMJQQ,Female,Yes,Yes,71,Yes,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),109,No,0
6252-DFGTK,Female,Yes,No,37,Yes,DSL,No,One year,No,Credit card (automatic),68.1,No,0
1539-LNKHM,Female,No,No,12,Yes,No,No internet service,Month-to-month,No,Mailed check,20.4,No,0
8645-KOMJQ,Male,Yes,Yes,69,Yes,DSL,Yes,Two year,Yes,Bank transfer (automatic),81.95,No,0
0289-IVARM,Female,No,No,35,Yes,DSL,No,Month-to-month,No,Electronic check,60.55,No,0
9761-XUJWD,Male,No,No,5,Yes,DSL,No,Month-to-month,Yes,Bank transfer (automatic),65.6,No,0
4057-FKCZK,Male,Yes,Yes,58,Yes,Fiber optic,Yes,Two year,No,Bank transfer (automatic),82.5,No,0
4291-TPNFG,Male,Yes,No,72,Yes,DSL,No,Two year,Yes,Bank transfer (automatic),82.3,No,0
6087-YPWHO,Male,Yes,No,72,Yes,DSL,No,Two year,No,Mailed check,68.15,No,0
3090-QFUVD,Female,No,No,1,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),20.3,No,0
2237-ZFSMY,Female,No,No,39,Yes,Fiber optic,Yes,One year,Yes,Electronic check,95.55,Yes,0
1722-LDZJS,Male,Yes,Yes,53,Yes,No,No internet service,One year,No,Credit card (automatic),20.2,No,0
1818-ESQMW,Female,No,No,27,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,89.2,No,0
4871-JTKJF,Female,No,No,1,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,69.65,Yes,1
1415-YFWLT,Female,No,No,1,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,89.3,Yes,1
7401-RUBNK,Female,Yes,No,18,Yes,Fiber optic,No,Month-to-month,No,Electronic check,74.8,No,0
0506-YLVKJ,Male,Yes,Yes,46,Yes,No,No internet service,Two year,Yes,Mailed check,20.2,No,0
8661-BOYNW,Female,Yes,No,72,Yes,DSL,Yes,Two year,Yes,Credit card (automatic),84.4,No,0
6711-VTNRE,Female,No,No,36,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,87.55,Yes,0
4815-GBTCD,Female,Yes,No,4,No,DSL,No,Month-to-month,Yes,Electronic check,25.15,No,0
2805-AUFQN,Female,No,No,25,Yes,No,No internet service,Two year,No,Credit card (automatic),19.8,No,0
0980-PVMRC,Female,Yes,Yes,40,No,DSL,Yes,Month-to-month,Yes,Electronic check,50.85,No,0
7233-DRTRF,Male,Yes,No,63,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,102.4,No,0
3500-RMZLT,Female,No,No,15,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check,96.3,Yes,1
3873-NFTGI,Male,No,No,14,Yes,DSL,No,Month-to-month,Yes,Credit card (automatic),55.5,No,0
1162-ECVII,Male,Yes,No,72,Yes,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),109.75,No,1
7048-GXDAY,Male,No,No,39,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,106.4,No,0
8571-ZCMCX,Female,Yes,Yes,47,No,DSL,Yes,Two year,Yes,Credit card (automatic),60,No,0
1169-WCVAK,Male,Yes,No,19,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),88.8,No,0
4548-SDBKE,Female,No,No,5,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,85.2,Yes,0
8066-POXGX,Female,No,No,13,No,DSL,No,Month-to-month,Yes,Electronic check,35.1,Yes,0
7129-CAKJW,Female,No,No,17,Yes,Fiber optic,No,Month-to-month,No,Bank transfer (automatic),80.05,No,0
8695-ARGXZ,Male,Yes,No,34,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,75.55,No,1
3570-YUEKJ,Female,No,No,42,Yes,DSL,No,Month-to-month,Yes,Electronic check,49.55,No,0
4143-OOBWZ,Male,Yes,No,5,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,81.3,Yes,0
1555-HAPSU,Female,Yes,Yes,71,Yes,No,No internet service,Two year,No,Credit card (automatic),23.9,No,0
1697-NVVGY,Male,Yes,No,19,Yes,DSL,Yes,Month-to-month,No,Bank transfer (automatic),66.4,No,1
7854-EKTJL,Female,No,Yes,2,Yes,No,No internet service,Month-to-month,Yes,Electronic check,19.6,Yes,0
8464-EETCQ,Male,No,No,57,Yes,No,No internet service,Two year,No,Credit card (automatic),18.8,No,0
2419-FSORS,Male,Yes,No,72,Yes,Fiber optic,Yes,Two year,Yes,Electronic check,108.4,No,0
8132-YPVBX,Female,No,No,6,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check,85.95,No,0
9102-IAYHT,Female,Yes,Yes,17,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,85.45,Yes,0
6754-LZUKA,Male,Yes,No,61,Yes,DSL,Yes,Two year,No,Bank transfer (automatic),80.9,No,0
3422-LYEPQ,Male,Yes,Yes,1,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,71,Yes,0
8099-MZPUJ,Male,Yes,Yes,48,Yes,Fiber optic,Yes,Two year,No,Credit card (automatic),111.8,No,0
0787-LHDYT,Male,No,No,16,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),20.6,No,0
2642-DTVCO,Male,No,No,9,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,85.05,Yes,1
0374-IOEGQ,Female,No,No,3,Yes,DSL,No,Month-to-month,No,Electronic check,44.6,No,0
4361-JEIVL,Male,No,Yes,1,Yes,DSL,No,Month-to-month,Yes,Electronic check,44.4,Yes,0
3197-NNYNB,Male,No,No,65,Yes,Fiber optic,Yes,Two year,No,Credit card (automatic),105.1,No,0
3396-DKDEL,Female,Yes,Yes,70,Yes,Fiber optic,Yes,Two year,Yes,Credit card (automatic),115.15,No,0
1752-OZXFY,Male,Yes,No,60,Yes,DSL,Yes,One year,Yes,Mailed check,59.8,No,0
9066-QRSDU,Female,Yes,No,69,Yes,No,No internet service,One year,Yes,Electronic check,26.3,No,0
9112-WSNPU,Female,No,No,35,Yes,Fiber optic,No,Month-to-month,No,Electronic check,70.55,No,1
9867-NNXLC,Female,No,No,22,Yes,No,No internet service,Month-to-month,Yes,Mailed check,20.05,No,0
5321-NTRKC,Male,Yes,Yes,66,Yes,DSL,Yes,Two year,No,Bank transfer (automatic),79.85,No,0
1363-TXLSL,Male,Yes,No,1,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,70.3,Yes,1
9507-EXLTT,Female,Yes,No,1,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),79.35,Yes,0
3161-GETRM,Male,Yes,Yes,34,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),90.05,No,0
0402-OAMEN,Female,Yes,Yes,72,Yes,No,No internet service,Two year,No,Bank transfer (automatic),24.45,No,0
6933-VLYFX,Male,Yes,Yes,31,No,DSL,Yes,One year,No,Electronic check,59.95,No,0
6754-WKSHP,Male,No,Yes,30,Yes,No,No internet service,One year,No,Bank transfer (automatic),25.35,No,0
9846-GKXAS,Female,No,No,9,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),90.8,Yes,0
6017-PPLPX,Male,Yes,Yes,20,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,70.45,Yes,0
4976-LNFVV,Male,Yes,No,19,No,DSL,No,Month-to-month,Yes,Credit card (automatic),34.3,No,1
5055-MGMGF,Female,Yes,No,65,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,105.05,No,0
4641-FROLU,Female,Yes,Yes,30,Yes,No,No internet service,Two year,No,Mailed check,19.3,No,0
2862-JVEOY,Male,No,No,6,Yes,No,No internet service,One year,No,Mailed check,19.15,No,0
2969-QWUBZ,Female,No,No,2,No,DSL,Yes,Month-to-month,No,Electronic check,51.4,No,0
9822-BIIGN,Male,Yes,Yes,53,Yes,DSL,No,Month-to-month,No,Electronic check,71.85,No,0
2077-MPJQO,Male,Yes,No,7,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,75.4,No,1
1534-OULXE,Female,Yes,Yes,61,Yes,DSL,No,One year,Yes,Bank transfer (automatic),49.7,No,0
7136-RVDTZ,Male,No,No,70,No,DSL,Yes,One year,Yes,Electronic check,45.25,Yes,1
2971-SGAFL,Female,No,No,13,Yes,DSL,Yes,Month-to-month,Yes,Electronic check,78.75,No,0
1480-IVEVR,Male,Yes,No,35,Yes,Fiber optic,No,One year,Yes,Bank transfer (automatic),81.6,No,1
2905-KFQUV,Female,Yes,No,2,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),70.4,No,0
4581-SSPWD,Female,No,No,3,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,75.8,Yes,0
3370-HXOPH,Female,No,No,3,Yes,Fiber optic,No,Month-to-month,No,Electronic check,76.1,No,0
9391-YZEJW,Female,No,No,62,Yes,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),94,No,0
9958-MEKUC,Male,Yes,Yes,72,Yes,Fiber optic,No,Two year,No,Credit card (automatic),103.95,No,0
0281-CNTZX,Male,Yes,No,63,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),19.95,No,0
6927-WTFIV,Male,No,No,20,Yes,Fiber optic,No,Month-to-month,No,Credit card (automatic),71.3,Yes,1
4118-CEVPF,Female,No,No,35,Yes,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),110.8,No,1
3398-ZOUAA,Male,Yes,No,21,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,69.1,Yes,1
9114-VEPUF,Male,Yes,No,62,Yes,Fiber optic,No,One year,No,Electronic check,96.1,No,0
7876-BEUTG,Female,No,No,15,Yes,DSL,No,Month-to-month,Yes,Mailed check,48.8,No,0
2338-BQEZT,Female,No,No,55,Yes,DSL,No,Month-to-month,Yes,Credit card (automatic),50.55,No,0
9873-MNDKV,Female,No,No,11,Yes,DSL,No,Month-to-month,Yes,Mailed check,44.65,No,0
0378-NHQXU,Female,Yes,Yes,17,Yes,Fiber optic,Yes,Month-to-month,No,Electronic check,88.25,Yes,0
